pmid,title,abstract,file_path,label,cleaned_abstract,extracted_diseases,encoded_label
31479615,The Origin and Pathogenesis of Endometriosis.,"Recent molecular genetic findings on endometriosis and normal endometrium suggest a modified model in which circulating epithelial progenitor or stem cells intended to regenerate uterine endometrium after menstruation may become overreactive and trapped outside the uterus. These trapped epithelium-committed progenitor cells form nascent glands through clonal expansion and recruit polyclonal stromal cells, leading to the establishment of deep infiltrating endometriosis. Once formed, the ectopic tissue becomes subject to immune surveillance, resulting in chronic inflammation. The inflammatory response orchestrated by nuclear factor-kappaB signaling is exacerbated by aberrations in the estrogen receptor-beta and progesterone receptor pathways, which are also affected by local inflammation, forming a dysregulated inflammation-hormonal loop. Glandular epithelium within endometriotic tissue harbors cancer-associated mutations that are frequently detected in endometriosis-related ovarian cancers. In this review, we summarize recent advances that have illuminated the origin and pathogenesis of endometriosis and have provided new avenues for research that promise to improve the early diagnosis and management of endometriosis.",Dataset__1_\Dataset\Cancer\31479615.txt,1,"Recent molecular genetic findings on endometriosis and normal endometrium suggest a modified model in which circulating epithelial progenitor or stem cells intended to regenerate uterine endometrium after menstruation may become overreactive and trapped outside the uterus. These trapped epithelium-committed progenitor cells form nascent glands through clonal expansion and recruit polyclonal stromal cells, leading to the establishment of deep infiltrating endometriosis. Once formed, the ectopic tissue becomes subject to immune surveillance, resulting in chronic inflammation. The inflammatory response orchestrated by nuclear factor-kappaB signaling is exacerbated by aberrations in the estrogen receptor-beta and progesterone receptor pathways, which are also affected by local inflammation, forming a dysregulated inflammation-hormonal loop. Glandular epithelium within endometriotic tissue harbors cancer-associated mutations that are frequently detected in endometriosis-related ovarian cancers. In this review, we summarize recent advances that have illuminated the origin and pathogenesis of endometriosis and have provided new avenues for research that promise to improve the early diagnosis and management of endometriosis.",['cancer'],1
30925542,Comparison of the volumetric and radiomics findings of 18F-FDG PET/CT images with immunohistochemical prognostic factors in local/locally advanced breast cancer.,"OBJECTIVE: The aim of this study was to determine the change in volumetric and radiomics parameters of fluorine-18 fluorodeoxyglucose (F-FDG) PET/computed tomography (CT) imaging in local/locally advanced cancer patients according to immunohistochemical findings. PATIENTS AND METHODS: A total of 72 patients who were diagnosed with local/locally advanced breast cancer and then examined by F-FDG PET/CT for staging were included in this study. Immunohistochemical prognostic factors [estrogen receptor (ER), progesterone receptor (PR), human epidermal growth factor receptor 2 (Her-2), p53 mutation, Ki-67 proliferation index] and histological grades were determined. Standardized uptake value (SUV)-based, volume-based, and radiomics findings were obtained from F-FDG PET/CT images. RESULTS: In cases of ER and PR negativity, Her-2 positivity, presence of the p53 mutation, and Ki-67 index of at least 20% patients, total volumetric parameters were significantly higher in paired comparisons. The results of the ER-negative group were significantly higher than those of ER-positive patients in GLRLM_GLNU, GLRLM_RLNU, GLZLM_GLNU, and GLZLM_ZLNU comparisons. In grade 3 patients, mean SUV, maximum SUV, and GLRLM_LRHGE values were higher than those of grade 2 patients. SUV and volumetric parameters were significantly higher in patients with Ki-67 index of at least 20% than those with less than 20%. Maximum SUV, breast tumor lesion glycolysis values, and entropy in nuclear polymorphism in the 3+ patient group were found to be higher compared with the 2+ patient group. Moreover, patients with mitosis 3+ had significantly higher breast metabolic tumor volume, breast tumor lesion glycolysis, and kurtosis values than the 1+ group. CONCLUSION: ER negativity, triple negativity, high tumor grade, and high nuclear polymorphism were associated with tumor heterogeneity. With respect to ER negativity, PR negativity, high tumor grade, high mitosis number, high Ki-67 index, Her-2 positivity, and the presence of p53 mutation, an increased tumor load were observed. In addition to immunohistochemical parameters, the use of radiomics data is believed to contribute to breast cancer management.",Dataset__1_\Dataset\Cancer\30925542.txt,1,"OBJECTIVE: The aim of this study was to determine the change in volumetric and radiomics parameters of fluorine-18 fluorodeoxyglucose (F-FDG) PETcomputed tomography (CT) imaging in locallocally advanced cancer patients according to immunohistochemical findings. PATIENTS AND METHODS: A total of 72 patients who were diagnosed with locallocally advanced breast cancer and then examined by F-FDG PETCT for staging were included in this study. Immunohistochemical prognostic factors estrogen receptor (ER), progesterone receptor (PR), human epidermal growth factor receptor 2 (Her-2), p53 mutation, Ki-67 proliferation index and histological grades were determined. Standardized uptake value (SUV)-based, volume-based, and radiomics findings were obtained from F-FDG PETCT images. RESULTS: In cases of ER and PR negativity, Her-2 positivity, presence of the p53 mutation, and Ki-67 index of at least 20 patients, total volumetric parameters were significantly higher in paired comparisons. The results of the ER-negative group were significantly higher than those of ER-positive patients in GLRLM_GLNU, GLRLM_RLNU, GLZLM_GLNU, and GLZLM_ZLNU comparisons. In grade 3 patients, mean SUV, maximum SUV, and GLRLM_LRHGE values were higher than those of grade 2 patients. SUV and volumetric parameters were significantly higher in patients with Ki-67 index of at least 20 than those with less than 20. Maximum SUV, breast tumor lesion glycolysis values, and entropy in nuclear polymorphism in the 3 patient group were found to be higher compared with the 2 patient group. Moreover, patients with mitosis 3 had significantly higher breast metabolic tumor volume, breast tumor lesion glycolysis, and kurtosis values than the 1 group. CONCLUSION: ER negativity, triple negativity, high tumor grade, and high nuclear polymorphism were associated with tumor heterogeneity. With respect to ER negativity, PR negativity, high tumor grade, high mitosis number, high Ki-67 index, Her-2 positivity, and the presence of p53 mutation, an increased tumor load were observed. In addition to immunohistochemical parameters, the use of radiomics data is believed to contribute to breast cancer management.","['tumor', 'cancer', 'breast cancer']",1
36857646,Rational design of nonlinear hybridization immunosensor chain reactions for simultaneous ultrasensitive detection of two tumor marker proteins.,"Sensitive biomarker detection techniques are beneficial for both disease diagnosis and postoperative examinations. The nonlinear hybridization chain reaction (NHCR) is widely used as an output signal amplification technique for biosensor platforms. A novel hairpin-free NHCR was developed in this study as a flow cytometric immunoassay to detect alpha-fetoprotein (AFP) and prostate specific antigen (PSA). First, the target AFP is captured on magnetic beads (MBs) that are modified with capture antibodies. Then, the prepared biotin-streptavidin-biotin (B-S-B) system, which links biotinylated detection antibodies and biotinylated trigger DNA together through the high affinity between biotin-streptavidin interaction, is added to label the target AFP, forming a sandwich complex with three trigger DNA chains. Each trigger DNA chain grows a dendritic DNA nanostructure following a nonlinear hybridization chain reaction. As the substrate flue chains are labeled with fluorophores, the self-assembly process of dendritic DNA is accompanied by the continuous release of fluorophores. Dendrites with strong fluorescence then form on the surface of MBs. Finally, the target AFP is quantified by analyzing the fluorescent MBs using flow cytometry. The proposed immunoassay has a high selectivity along with isothermal, enzyme-free, and exponential amplification efficiency. It shows a limit of detection (LOD) of 1.74 pg mL<sup>-1</sup>. The proposed biosensor was also successfully used to quantitatively detect AFP in serum samples. It may be utilized to detect multiple tumor markers simultaneously by changing the size of MBs and antibody-antigen pairs. Most tumor markers are only related to tumor diagnosis but without specificity, so the combined detection of multiple tumor markers can improve the accuracy of early tumor diagnoses.",Dataset__1_\Dataset\Cancer\36857646.txt,1,"Sensitive biomarker detection techniques are beneficial for both disease diagnosis and postoperative examinations. The nonlinear hybridization chain reaction (NHCR) is widely used as an output signal amplification technique for biosensor platforms. A novel hairpin-free NHCR was developed in this study as a flow cytometric immunoassay to detect alpha-fetoprotein (AFP) and prostate specific antigen (PSA). First, the target AFP is captured on magnetic beads (MBs) that are modified with capture antibodies. Then, the prepared biotin-streptavidin-biotin (B-S-B) system, which links biotinylated detection antibodies and biotinylated trigger DNA together through the high affinity between biotin-streptavidin interaction, is added to label the target AFP, forming a sandwich complex with three trigger DNA chains. Each trigger DNA chain grows a dendritic DNA nanostructure following a nonlinear hybridization chain reaction. As the substrate flue chains are labeled with fluorophores, the self-assembly process of dendritic DNA is accompanied by the continuous release of fluorophores. Dendrites with strong fluorescence then form on the surface of MBs. Finally, the target AFP is quantified by analyzing the fluorescent MBs using flow cytometry. The proposed immunoassay has a high selectivity along with isothermal, enzyme-free, and exponential amplification efficiency. It shows a limit of detection (LOD) of 1.74 pg mL-1. The proposed biosensor was also successfully used to quantitatively detect AFP in serum samples. It may be utilized to detect multiple tumor markers simultaneously by changing the size of MBs and antibody-antigen pairs. Most tumor markers are only related to tumor diagnosis but without specificity, so the combined detection of multiple tumor markers can improve the accuracy of early tumor diagnoses.",['tumor'],1
36210645,Clinical results of active surveillance for extra-abdominal desmoid-type fibromatosis.,"The treatment of choice for desmoid-type fibromatosis (DF) has been changed to active surveillance (AS). However, few studies have reported clinical outcomes of AS modality in Asian countries. This study aimed to clarify the significance of AS as a DF treatment modality.
A total of 168 lesions from 162 patients with extra-abdominal DF were included. The mean age at diagnosis was 39 years (1-88 years), and the median maximum tumor diameter at the first visit was 64.1 mm (13.2-255.8 mm). The clinical outcomes of AS and the risk factors requiring active treatment (AT) (defined as an event) from AS modality were investigated.
Of the 168 lesions, 94 (56%) were able to continue AS, with a 5-year event-free survival of 54.8%. Of the 68 lesions with PD, 21 (30.9%) lesions were able to continue AS. Neck location (p = 0.043) and CTNNB1 S45F mutation (p = 0.003) were significantly associated with the transition to AT, and S45F mutation was a significant factor associated with the transition to AT by multivariate analysis (hazard ratio: 1.96, p = 0.048). AT outcomes after AS were evaluable in 65 lesions, and 49 (75%) lesions did not require a transition to a second AT.
AS was revealed as an effective treatment modality. The transition to AT needs to be considered for neck location and CTNNB1 S45F mutation DF. Good results can be obtained by selecting a treatment method that considers the tumor location even in cases that require intervention.",Dataset__1_\Dataset\Cancer\36210645.txt,1,"The treatment of choice for desmoid-type fibromatosis (DF) has been changed to active surveillance (AS). However, few studies have reported clinical outcomes of AS modality in Asian countries. This study aimed to clarify the significance of AS as a DF treatment modality. A total of 168 lesions from 162 patients with extra-abdominal DF were included. The mean age at diagnosis was 39 years (1-88 years), and the median maximum tumor diameter at the first visit was 64.1 mm (13.2-255.8 mm). The clinical outcomes of AS and the risk factors requiring active treatment (AT) (defined as an event) from AS modality were investigated. Of the 168 lesions, 94 (56) were able to continue AS, with a 5-year event-free survival of 54.8. Of the 68 lesions with PD, 21 (30.9) lesions were able to continue AS. Neck location (p  0.043) and CTNNB1 S45F mutation (p  0.003) were significantly associated with the transition to AT, and S45F mutation was a significant factor associated with the transition to AT by multivariate analysis (hazard ratio: 1.96, p  0.048). AT outcomes after AS were evaluable in 65 lesions, and 49 (75) lesions did not require a transition to a second AT. AS was revealed as an effective treatment modality. The transition to AT needs to be considered for neck location and CTNNB1 S45F mutation DF. Good results can be obtained by selecting a treatment method that considers the tumor location even in cases that require intervention.",['tumor'],1
28694401,Type 1 neurofibromatosis complicated by pulmonary arterial hypertension: A case report.,"Neurofibromatosis type I (NF1) is a rare genetic disease caused by mutations in the NF1 gene, which encodes the tumor suppressor neurofibromin. Precapillary pulmonary hypertension is a severe complication of NF1, initially described in patients with advanced parenchymal lung disease, which may complicate the course of NF1. Presently described is a case of neurofibromatosis complicated by pulmonary hypertension.",Dataset__1_\Dataset\Non-Cancer\28694401.txt,0,"Neurofibromatosis type I (NF1) is a rare genetic disease caused by mutations in the NF1 gene, which encodes the tumor suppressor neurofibromin. Precapillary pulmonary hypertension is a severe complication of NF1, initially described in patients with advanced parenchymal lung disease, which may complicate the course of NF1. Presently described is a case of neurofibromatosis complicated by pulmonary hypertension.","['tumor', 'hypertension']",0
35950566,"LIBRETTO-432, a phase III study of adjuvant selpercatinib or placebo in stage IB-IIIA <i>RET</i> fusion-positive non-small-cell lung cancer.","Selpercatinib, a first-in-class, highly selective and potent central nervous system-active RET kinase inhibitor demonstrated clinically meaningful activity with manageable toxicity in pretreated and treatment-naive advanced/metastatic <i>RET</i> fusion-positive non-small-cell lung cancer (NSCLC). LIBRETTO-432 is a global, randomized, double-blind, phase III trial evaluating selpercatinib versus placebo in stage IB-IIIA, <i>RET</i> fusion-positive NSCLC, previously treated with definitive surgery or radiation; participants must have undergone available anti-cancer therapy (including chemotherapy or durvalumab) or not be suitable for it, per investigator's discretion. The primary end point is investigator-assessed event-free survival (EFS) in the primary analysis population (stage II-IIIA <i>RET</i> fusion-positive NSCLC). Key secondary end points include EFS in the overall population, overall survival, and time to distant disease recurrence in the central nervous system.",Dataset__1_\Dataset\Cancer\35950566.txt,1,"Selpercatinib, a first-in-class, highly selective and potent central nervous system-active RET kinase inhibitor demonstrated clinically meaningful activity with manageable toxicity in pretreated and treatment-naive advancedmetastatic RET fusion-positive non-small-cell lung cancer (NSCLC). LIBRETTO-432 is a global, randomized, double-blind, phase III trial evaluating selpercatinib versus placebo in stage IB-IIIA, RET fusion-positive NSCLC, previously treated with definitive surgery or radiation; participants must have undergone available anti-cancer therapy (including chemotherapy or durvalumab) or not be suitable for it, per investigators discretion. The primary end point is investigator-assessed event-free survival (EFS) in the primary analysis population (stage II-IIIA RET fusion-positive NSCLC). Key secondary end points include EFS in the overall population, overall survival, and time to distant disease recurrence in the central nervous system.","['lung cancer', 'cancer']",1
36929593,Large cell calcifying Sertoli cell tumour: molecular and immunohistochemical assessment of a series comprising non-metastasising and metastasising neoplasms.,"Large cell calcifying Sertoli cell tumour (LCCSCT) is a type of testicular sex cord-stromal tumour that may occur sporadically or in the context of Carney complex and other genetic syndromes. A subset is clinically malignant, and the molecular mechanisms that drive such aggressive behaviour remain unknown. METHODS AND RESULTS: We analysed 21 samples from 20 patients with LCCSCT (12 non-metastasising and eight metastasising) using PRKAR1A immunohistochemistry (IHC) and next-generation sequencing. All tumours except two (cases 17 and 20, both metastasising) demonstrated loss of PRKAR1A expression. Among 11 cases with interpretable sequencing results, all harboured pathogenic single nucleotide variants of PRKAR1A. Evidence of loss of heterozygosity (LOH) of PRKAR1A was present in all tumours with interpretable zygosity data, but the mechanisms of LOH were different for non-metastasising and metastasising tumours. Non-metastasising tumours demonstrated only copy-neutral LOH, while metastasising tumours demonstrated a spectrum of mechanisms of LOH, including copy-loss LOH, two concurrent mutations or copy-neutral LOH. Relevant molecular findings in non-metastasising LCCSCT were limited to PRKAR1A variants. In contrast, all metastasising LCCSCTs with interpretable data harboured additional pathogenic variants, including (but not restricted to) BRCA2 mutations with evidence of LOH and bi-allelic CDKN2A/B deletions. Three patients harboured PRKAR1A variants of inferred germline origin, including one with Carney complex and two without known syndromic features. CONCLUSIONS: This study further confirms that PRKAR1A IHC is a useful diagnostic tool for both non-metastasising and metastasising tumours and suggests that molecular analyses can be helpful to identify non-metastasising tumours with malignant potential in selected patients. Importantly, these results highlight that germline assessment could be beneficial for all patients presenting with LCCSCT.",Dataset__1_\Dataset\Cancer\36929593.txt,1,"Large cell calcifying Sertoli cell tumour (LCCSCT) is a type of testicular sex cord-stromal tumour that may occur sporadically or in the context of Carney complex and other genetic syndromes. A subset is clinically malignant, and the molecular mechanisms that drive such aggressive behaviour remain unknown. METHODS AND RESULTS: We analysed 21 samples from 20 patients with LCCSCT (12 non-metastasising and eight metastasising) using PRKAR1A immunohistochemistry (IHC) and next-generation sequencing. All tumours except two (cases 17 and 20, both metastasising) demonstrated loss of PRKAR1A expression. Among 11 cases with interpretable sequencing results, all harboured pathogenic single nucleotide variants of PRKAR1A. Evidence of loss of heterozygosity (LOH) of PRKAR1A was present in all tumours with interpretable zygosity data, but the mechanisms of LOH were different for non-metastasising and metastasising tumours. Non-metastasising tumours demonstrated only copy-neutral LOH, while metastasising tumours demonstrated a spectrum of mechanisms of LOH, including copy-loss LOH, two concurrent mutations or copy-neutral LOH. Relevant molecular findings in non-metastasising LCCSCT were limited to PRKAR1A variants. In contrast, all metastasising LCCSCTs with interpretable data harboured additional pathogenic variants, including (but not restricted to) BRCA2 mutations with evidence of LOH and bi-allelic CDKN2AB deletions. Three patients harboured PRKAR1A variants of inferred germline origin, including one with Carney complex and two without known syndromic features. CONCLUSIONS: This study further confirms that PRKAR1A IHC is a useful diagnostic tool for both non-metastasising and metastasising tumours and suggests that molecular analyses can be helpful to identify non-metastasising tumours with malignant potential in selected patients. Importantly, these results highlight that germline assessment could be beneficial for all patients presenting with LCCSCT.",[],1
30878600,Concurrent Driver Gene Mutations as Negative Predictive Factors in Epidermal Growth Factor Receptor-Positive Non-Small Cell Lung Cancer.,"BACKGROUND: Tyrosine kinase inhibitors (TKIs) are clinically effective in non-small cell lung cancer (NSCLC) patients harbouring epidermal growth factor receptor (EGFR) oncogene mutations. Genetic factors, other than EGFR sensitive mutations, that allow prognosis of TKI treatment remain undefined. METHODS: We retrospectively screened 423 consecutive patients with advanced NSCLC and EGFR 19del or 21L858R mutations. A total of 71 patients whose progression-free survivals (PFS) were shorter than 6 months or longer than 24 months were included and stratified into separate groups. Genetic background discrepancy was analysed in the two groups using next generation sequencing (NGS). FINDINGS: Sensitive EGFR mutations of 19del or 21L858R were detected by NGS in all patients; the 21L858R mutation was the major type. The most frequent accompanying somatic mutations were TP53, RB1, MAP2K. ALK fusion, MET amplification, and BRAF V600E were found only in the short PFS group. Concurrent pretreament T790 M mutation was found in both groups, but was proportionally higher in the short PFS group. In the short PFS group, patients had significantly more driver gene mutations than in long PFS group (P = 0 018). The numbers of concomitant somatic mutations, EGFR pathway-related mutations, and tumor mutation burden (TMB) were not significantly different between the two groups. INTERPRETATION: Co-occuring driver gene mutations were negative predictive factors of TKI therapy in EGFR-mutated patients. This study highlights the importance of exploring co-occuring genomic alterations before initiation of EGFR-TKIs.",Dataset__1_\Dataset\Cancer\30878600.txt,1,"BACKGROUND: Tyrosine kinase inhibitors (TKIs) are clinically effective in non-small cell lung cancer (NSCLC) patients harbouring epidermal growth factor receptor (EGFR) oncogene mutations. Genetic factors, other than EGFR sensitive mutations, that allow prognosis of TKI treatment remain undefined. METHODS: We retrospectively screened 423 consecutive patients with advanced NSCLC and EGFR 19del or 21L858R mutations. A total of 71 patients whose progression-free survivals (PFS) were shorter than 6 months or longer than 24 months were included and stratified into separate groups. Genetic background discrepancy was analysed in the two groups using next generation sequencing (NGS). FINDINGS: Sensitive EGFR mutations of 19del or 21L858R were detected by NGS in all patients; the 21L858R mutation was the major type. The most frequent accompanying somatic mutations were TP53, RB1, MAP2K. ALK fusion, MET amplification, and BRAF V600E were found only in the short PFS group. Concurrent pretreament T790 M mutation was found in both groups, but was proportionally higher in the short PFS group. In the short PFS group, patients had significantly more driver gene mutations than in long PFS group (P  0 018). The numbers of concomitant somatic mutations, EGFR pathway-related mutations, and tumor mutation burden (TMB) were not significantly different between the two groups. INTERPRETATION: Co-occuring driver gene mutations were negative predictive factors of TKI therapy in EGFR-mutated patients. This study highlights the importance of exploring co-occuring genomic alterations before initiation of EGFR-TKIs.","['tumor', 'lung cancer', 'cancer']",1
31193934,MiR-193a regulates chemoresistance of human osteosarcoma cells via repression of IRS2.,"Chemoresistance prevents curative potential of chemotherapy in most cases. MicroRNAs (miRNAs) are key players in regulating chemoresistance in osteosarcoma, which is the most common primary bone cancer. Bisulfite sequencing and quantitative real time PCR analyses showed that miR-193a expression is downregulated by DNA hypermethylation at its promoter region in a chemoresistant cell line, SJSA-1, compared to a chemosensitive cell line G-292. Introduction of a miR-193a mimic in SJSA-1 cells or an antagomir into G-292 cells confirmed the role of miR-193a in osteosarcoma chemoresistance. Bioinformatics together with biochemical assays showed that insulin receptor substrate 2 (IRS2) is a target of miR-193a. Our data concludes that miR-193a plays a role in the osteosarcoma chemoresistance and thus might serve as a useful biomarker for osteosarcoma prognosis.",Dataset__1_\Dataset\Cancer\31193934.txt,1,"Chemoresistance prevents curative potential of chemotherapy in most cases. MicroRNAs (miRNAs) are key players in regulating chemoresistance in osteosarcoma, which is the most common primary bone cancer. Bisulfite sequencing and quantitative real time PCR analyses showed that miR-193a expression is downregulated by DNA hypermethylation at its promoter region in a chemoresistant cell line, SJSA-1, compared to a chemosensitive cell line G-292. Introduction of a miR-193a mimic in SJSA-1 cells or an antagomir into G-292 cells confirmed the role of miR-193a in osteosarcoma chemoresistance. Bioinformatics together with biochemical assays showed that insulin receptor substrate 2 (IRS2) is a target of miR-193a. Our data concludes that miR-193a plays a role in the osteosarcoma chemoresistance and thus might serve as a useful biomarker for osteosarcoma prognosis.",['cancer'],1
25040297,The role of serum erythropoietin level and JAK2 V617F allele burden in the diagnosis of polycythaemia vera.,"Low serum erythropoietin (EPO) is a minor criterion of Polycythaemia Vera (PV) but its diagnostic usefulness relies on studies performed before the discovery of JAK2 V617F mutation. The objective of the present study was to evaluate the diagnostic accuracy of serum EPO and JAK2 V617F allele burden as markers of PV as well as the combination of different diagnostic criteria in 287 patients (99 with PV, 137 with Essential Thrombocythaemia and 51 with non-clonal erythrocytosis). Low EPO showed good diagnostic accuracy as a marker for PV, with the area under the curve (AUC) of the chemiluminescent-enhanced enzyme immunoassay (CEIA) being better than that of radioimmunoassay (RIA) (0 87 and 0 76 for CEIA and RIA, respectively). JAK2 V617F quantification displayed an excellent diagnostic accuracy, with an AUC of 0 95. A haematocrit >52% (males) or >48% (females) plus the presence of the JAK2 V617F mutation had a sensitivity and specificity of 79% and 97%, respectively. Adding low EPO or the JAK2 V617F allele burden did not improve the diagnostic accuracy for PV whereas the inclusion of both improved the sensitivity up to 83% and maintaining 96% specificity. Haematocrit and qualitative JAK2 V617F mutation allow a reliable diagnosis of PV. Incorporation of EPO and/or JAK2 V617F mutant load does not improve the diagnostic accuracy.",Dataset__1_\Dataset\Non-Cancer\25040297.txt,0,"Low serum erythropoietin (EPO) is a minor criterion of Polycythaemia Vera (PV) but its diagnostic usefulness relies on studies performed before the discovery of JAK2 V617F mutation. The objective of the present study was to evaluate the diagnostic accuracy of serum EPO and JAK2 V617F allele burden as markers of PV as well as the combination of different diagnostic criteria in 287 patients (99 with PV, 137 with Essential Thrombocythaemia and 51 with non-clonal erythrocytosis). Low EPO showed good diagnostic accuracy as a marker for PV, with the area under the curve (AUC) of the chemiluminescent-enhanced enzyme immunoassay (CEIA) being better than that of radioimmunoassay (RIA) (0 87 and 0 76 for CEIA and RIA, respectively). JAK2 V617F quantification displayed an excellent diagnostic accuracy, with an AUC of 0 95. A haematocrit 52 (males) or 48 (females) plus the presence of the JAK2 V617F mutation had a sensitivity and specificity of 79 and 97, respectively. Adding low EPO or the JAK2 V617F allele burden did not improve the diagnostic accuracy for PV whereas the inclusion of both improved the sensitivity up to 83 and maintaining 96 specificity. Haematocrit and qualitative JAK2 V617F mutation allow a reliable diagnosis of PV. Incorporation of EPO andor JAK2 V617F mutant load does not improve the diagnostic accuracy.",[],0
31046485,Circulating cell-free nucleic acids as biomarkers in colorectal cancer screening and diagnosis - an update.,"Introduction: Screening methods for one of the most frequently diagnosed malignancy, colorectal cancer (CRC), have limitations. Circulating cell-free nucleic acids (cfNA) hold clinical relevance as screening, prognostic and therapy monitoring markers. Area covered: In this review, we summarize potential CRC-specific cfNA biomarkers, the recently developed sample preparation techniques, their applications, and pitfalls. Expert opinion: Automated extraction of cfDNA is highly reproducible, however, cfDNA yield is less compared to manual isolation. Quantitative and highly sensitive detection techniques (e.g. digital PCR, NGS) can be applied to analyze genetic and epigenetic changes. Detection of DNA mutations or methylation in cfDNA and related altered levels of mRNA, miRNA, and lncRNA may improve early cancer recognition, based on specific, CRC-related patterns. Detection of cfDNA mutations (e.g. TP53, KRAS, APC) has limited diagnostic sensitivity (40-60%), however, methylated DNA including SEPT9, SFRP1, SDC2 can be applied with higher sensitivity (up to 90%) for CRC. Circulating miRNAs (e.g. miR-21, miR-92, miR-141) provide comparably high sensitivity for CRC as the circulating tumor cell mRNA markers (e.g. EGFR, CK19, CK20, CEA). Automation of cfNA isolation coupled with quantitative analysis of CRC-related, highly sensitive biomarkers may enhance CRC screening and early detection in the future.",Dataset__1_\Dataset\Cancer\31046485.txt,1,"Introduction: Screening methods for one of the most frequently diagnosed malignancy, colorectal cancer (CRC), have limitations. Circulating cell-free nucleic acids (cfNA) hold clinical relevance as screening, prognostic and therapy monitoring markers. Area covered: In this review, we summarize potential CRC-specific cfNA biomarkers, the recently developed sample preparation techniques, their applications, and pitfalls. Expert opinion: Automated extraction of cfDNA is highly reproducible, however, cfDNA yield is less compared to manual isolation. Quantitative and highly sensitive detection techniques (e.g. digital PCR, NGS) can be applied to analyze genetic and epigenetic changes. Detection of DNA mutations or methylation in cfDNA and related altered levels of mRNA, miRNA, and lncRNA may improve early cancer recognition, based on specific, CRC-related patterns. Detection of cfDNA mutations (e.g. TP53, KRAS, APC) has limited diagnostic sensitivity (40-60), however, methylated DNA including SEPT9, SFRP1, SDC2 can be applied with higher sensitivity (up to 90) for CRC. Circulating miRNAs (e.g. miR-21, miR-92, miR-141) provide comparably high sensitivity for CRC as the circulating tumor cell mRNA markers (e.g. EGFR, CK19, CK20, CEA). Automation of cfNA isolation coupled with quantitative analysis of CRC-related, highly sensitive biomarkers may enhance CRC screening and early detection in the future.","['malignancy', 'tumor', 'colorectal cancer', 'cancer']",1
31297240,Immune checkpoint inhibitor treatment in patients with oncogene- addicted non-small cell lung cancer (NSCLC): summary of a multidisciplinary round-table discussion.,"The introduction of targeted treatments and more recently immune checkpoint inhibitors (ICI) to the treatment of metastatic non-small cell lung cancer (NSCLC) has dramatically changed the prognosis of selected patients. For patients with oncogene-addicted metastatic NSCLC harbouring an epidermal growth factor receptor (EGFR) or v-Raf murine sarcoma viral oncogene homologue B1 (BRAF) mutation or an anaplastic lymphoma kinase (ALK) or ROS proto-oncogene 1, receptor tyrosine kinase (ROS1) gene alteration (translocation, fusion, amplification) mutation-specific tyrosine kinase inhibitors (TKI) are already first-line standard treatment, while targeted treatment for other driver mutations affecting MET, RET, human epidermal growth factor receptor (HER) 2, tropomyosin receptor kinases (TRK) 1-3 and others are currently under investigation. The role of ICI in these patient subgroups is currently under debate. This article summarises a round-table discussion organised by ESMO Open in Vienna in July 2018. It reviews current clinical data on ICI treatment in patients with metastatic oncogene-addicted NSCLC and discusses molecular diagnostic assessment, potential biomarkers and radiological methods for response evaluation of ICI treatment. The round-table panel concluded ICI should only be considered in patients with oncogene-addicted NSCLC after exhaustion of effective targeted therapies and in some cases possibly after all other therapies including chemotherapies. More clinical trials on combination therapies and biomarkers for ICI therapy based on the specific differing characteristics of oncogene-addicted NSCLC need to be conducted.",Dataset__1_\Dataset\Cancer\31297240.txt,1,"The introduction of targeted treatments and more recently immune checkpoint inhibitors (ICI) to the treatment of metastatic non-small cell lung cancer (NSCLC) has dramatically changed the prognosis of selected patients. For patients with oncogene-addicted metastatic NSCLC harbouring an epidermal growth factor receptor (EGFR) or v-Raf murine sarcoma viral oncogene homologue B1 (BRAF) mutation or an anaplastic lymphoma kinase (ALK) or ROS proto-oncogene 1, receptor tyrosine kinase (ROS1) gene alteration (translocation, fusion, amplification) mutation-specific tyrosine kinase inhibitors (TKI) are already first-line standard treatment, while targeted treatment for other driver mutations affecting MET, RET, human epidermal growth factor receptor (HER) 2, tropomyosin receptor kinases (TRK) 1-3 and others are currently under investigation. The role of ICI in these patient subgroups is currently under debate. This article summarises a round-table discussion organised by ESMO Open in Vienna in July 2018. It reviews current clinical data on ICI treatment in patients with metastatic oncogene-addicted NSCLC and discusses molecular diagnostic assessment, potential biomarkers and radiological methods for response evaluation of ICI treatment. The round-table panel concluded ICI should only be considered in patients with oncogene-addicted NSCLC after exhaustion of effective targeted therapies and in some cases possibly after all other therapies including chemotherapies. More clinical trials on combination therapies and biomarkers for ICI therapy based on the specific differing characteristics of oncogene-addicted NSCLC need to be conducted.","['lung cancer', 'lymphoma', 'cancer', 'sarcoma']",1
